Date,Item Name,Category,Price (₹),Quantity Sold,Total Sales (₹)
18-02-2024,Milk Bikis,Biscuit,25,8,200
18-02-2024,Marble Cake,Cake,90,35,3150
18-02-2024,Pineapple Juice,Beverage,35,10,350
19-02-2024,Parippu Vada,Snack,10,12,120
19-02-2024,Egg Puffs,Snack,20,42,840
19-02-2024,Butter Bun,Bread,15,38,570
19-02-2024,Plum Cake,Cake,150,11,1650
19-02-2024,Pazhampori (Banana Fry),Snack,12,17,204
19-02-2024,Uzhunnu Vada,Snack,12,50,600
19-02-2024,Ullivada,Snack,10,6,60
19-02-2024,Banana Chips,Snack,100,7,700
19-02-2024,Tea Biscuit,Biscuit,30,47,1410
19-02-2024,Chicken Puffs,Snack,25,5,125
19-02-2024,Ela Ada,Sweet,20,23,460
19-02-2024,Cream Bun,Bread,20,47,940
19-02-2024,Nannari Sharbat,Beverage,25,26,650
19-02-2024,Sugiyan,Sweet,15,32,480
19-02-2024,Neyyappam,Sweet,20,16,320
19-02-2024,Black Forest Cake,Cake,500,28,14000
19-02-2024,Mixture,Snack,120,44,5280
19-02-2024,Jilebi,Sweet,50,25,1250
19-02-2024,Butter Biscuit,Biscuit,25,23,575
19-02-2024,Vettu Cake,Cake,15,42,630
19-02-2024,Milk Bun,Bread,18,15,270
19-02-2024,Choco Lava Cake,Cake,80,30,2400
19-02-2024,Fruit Cake,Cake,350,31,10850
19-02-2024,Lemon Juice,Beverage,30,6,180
19-02-2024,Badam Milk,Beverage,40,39,1560
19-02-2024,Ghee Cake,Cake,120,25,3000
19-02-2024,Mysore Pak,Sweet,180,17,3060
19-02-2024,Milk Bikis,Biscuit,25,9,225
19-02-2024,Marble Cake,Cake,90,22,1980
19-02-2024,Pineapple Juice,Beverage,35,23,805
20-02-2024,Parippu Vada,Snack,10,49,490
20-02-2024,Egg Puffs,Snack,20,48,960
20-02-2024,Butter Bun,Bread,15,37,555
20-02-2024,Plum Cake,Cake,150,42,6300
20-02-2024,Pazhampori (Banana Fry),Snack,12,10,120
20-02-2024,Uzhunnu Vada,Snack,12,26,312
20-02-2024,Ullivada,Snack,10,21,210
20-02-2024,Banana Chips,Snack,100,29,2900
20-02-2024,Tea Biscuit,Biscuit,30,31,930
20-02-2024,Chicken Puffs,Snack,25,23,575
20-02-2024,Ela Ada,Sweet,20,22,440
20-02-2024,Cream Bun,Bread,20,16,320
20-02-2024,Nannari Sharbat,Beverage,25,46,1150
20-02-2024,Sugiyan,Sweet,15,46,690
20-02-2024,Neyyappam,Sweet,20,36,720
20-02-2024,Black Forest Cake,Cake,500,7,3500
20-02-2024,Mixture,Snack,120,35,4200
20-02-2024,Jilebi,Sweet,50,10,500
20-02-2024,Butter Biscuit,Biscuit,25,6,150
20-02-2024,Vettu Cake,Cake,15,24,360
20-02-2024,Milk Bun,Bread,18,10,180
20-02-2024,Choco Lava Cake,Cake,80,41,3280
20-02-2024,Fruit Cake,Cake,350,42,14700
20-02-2024,Lemon Juice,Beverage,30,19,570
20-02-2024,Badam Milk,Beverage,40,42,1680
20-02-2024,Ghee Cake,Cake,120,13,1560
20-02-2024,Mysore Pak,Sweet,180,44,7920
20-02-2024,Milk Bikis,Biscuit,25,50,1250
20-02-2024,Marble Cake,Cake,90,38,3420
20-02-2024,Pineapple Juice,Beverage,35,24,840
21-02-2024,Parippu Vada,Snack,10,40,400
21-02-2024,Egg Puffs,Snack,20,18,360
21-02-2024,Butter Bun,Bread,15,39,585
21-02-2024,Plum Cake,Cake,150,38,5700
21-02-2024,Pazhampori (Banana Fry),Snack,12,42,504
21-02-2024,Uzhunnu Vada,Snack,12,15,180
21-02-2024,Ullivada,Snack,10,12,120
21-02-2024,Banana Chips,Snack,100,9,900
21-02-2024,Tea Biscuit,Biscuit,30,36,1080
21-02-2024,Chicken Puffs,Snack,25,8,200
21-02-2024,Ela Ada,Sweet,20,50,1000
21-02-2024,Cream Bun,Bread,20,18,360
21-02-2024,Nannari Sharbat,Beverage,25,16,400
21-02-2024,Sugiyan,Sweet,15,26,390
21-02-2024,Neyyappam,Sweet,20,29,580
21-02-2024,Black Forest Cake,Cake,500,33,16500
21-02-2024,Mixture,Snack,120,27,3240
21-02-2024,Jilebi,Sweet,50,27,1350
21-02-2024,Butter Biscuit,Biscuit,25,45,1125
21-02-2024,Vettu Cake,Cake,15,20,300
21-02-2024,Milk Bun,Bread,18,45,810
21-02-2024,Choco Lava Cake,Cake,80,27,2160
21-02-2024,Fruit Cake,Cake,350,39,13650
21-02-2024,Lemon Juice,Beverage,30,8,240
21-02-2024,Badam Milk,Beverage,40,44,1760
21-02-2024,Ghee Cake,Cake,120,47,5640
21-02-2024,Mysore Pak,Sweet,180,34,6120
21-02-2024,Milk Bikis,Biscuit,25,27,675
21-02-2024,Marble Cake,Cake,90,6,540
21-02-2024,Pineapple Juice,Beverage,35,49,1715
22-02-2024,Parippu Vada,Snack,10,11,110
22-02-2024,Egg Puffs,Snack,20,48,960
22-02-2024,Butter Bun,Bread,15,40,600
22-02-2024,Plum Cake,Cake,150,46,6900
22-02-2024,Pazhampori (Banana Fry),Snack,12,22,264
22-02-2024,Uzhunnu Vada,Snack,12,17,204
22-02-2024,Ullivada,Snack,10,29,290
22-02-2024,Banana Chips,Snack,100,24,2400
22-02-2024,Tea Biscuit,Biscuit,30,43,1290
22-02-2024,Chicken Puffs,Snack,25,36,900
22-02-2024,Ela Ada,Sweet,20,24,480
22-02-2024,Cream Bun,Bread,20,13,260
22-02-2024,Nannari Sharbat,Beverage,25,46,1150
22-02-2024,Sugiyan,Sweet,15,41,615
22-02-2024,Neyyappam,Sweet,20,29,580
22-02-2024,Black Forest Cake,Cake,500,34,17000
22-02-2024,Mixture,Snack,120,11,1320
22-02-2024,Jilebi,Sweet,50,6,300
22-02-2024,Butter Biscuit,Biscuit,25,34,850
22-02-2024,Vettu Cake,Cake,15,46,690
22-02-2024,Milk Bun,Bread,18,46,828
22-02-2024,Choco Lava Cake,Cake,80,40,3200
22-02-2024,Fruit Cake,Cake,350,12,4200
22-02-2024,Lemon Juice,Beverage,30,12,360
22-02-2024,Badam Milk,Beverage,40,6,240
22-02-2024,Ghee Cake,Cake,120,12,1440
22-02-2024,Mysore Pak,Sweet,180,20,3600
22-02-2024,Milk Bikis,Biscuit,25,25,625
22-02-2024,Marble Cake,Cake,90,32,2880
22-02-2024,Pineapple Juice,Beverage,35,24,840
23-02-2024,Parippu Vada,Snack,10,16,160
23-02-2024,Egg Puffs,Snack,20,7,140
23-02-2024,Butter Bun,Bread,15,34,510
23-02-2024,Plum Cake,Cake,150,14,2100
23-02-2024,Pazhampori (Banana Fry),Snack,12,26,312
23-02-2024,Uzhunnu Vada,Snack,12,47,564
23-02-2024,Ullivada,Snack,10,35,350
23-02-2024,Banana Chips,Snack,100,49,4900
23-02-2024,Tea Biscuit,Biscuit,30,33,990
23-02-2024,Chicken Puffs,Snack,25,47,1175
23-02-2024,Ela Ada,Sweet,20,38,760
23-02-2024,Cream Bun,Bread,20,38,760
23-02-2024,Nannari Sharbat,Beverage,25,25,625
23-02-2024,Sugiyan,Sweet,15,11,165
23-02-2024,Neyyappam,Sweet,20,18,360
23-02-2024,Black Forest Cake,Cake,500,7,3500
23-02-2024,Mixture,Snack,120,41,4920
23-02-2024,Jilebi,Sweet,50,46,2300
23-02-2024,Butter Biscuit,Biscuit,25,22,550
23-02-2024,Vettu Cake,Cake,15,6,90
23-02-2024,Milk Bun,Bread,18,16,288
23-02-2024,Choco Lava Cake,Cake,80,25,2000
23-02-2024,Fruit Cake,Cake,350,43,15050
23-02-2024,Lemon Juice,Beverage,30,36,1080
23-02-2024,Badam Milk,Beverage,40,8,320
23-02-2024,Ghee Cake,Cake,120,45,5400
23-02-2024,Mysore Pak,Sweet,180,38,6840
23-02-2024,Milk Bikis,Biscuit,25,20,500
23-02-2024,Marble Cake,Cake,90,47,4230
23-02-2024,Pineapple Juice,Beverage,35,41,1435
24-02-2024,Parippu Vada,Snack,10,45,450
24-02-2024,Egg Puffs,Snack,20,35,700
24-02-2024,Butter Bun,Bread,15,37,555
24-02-2024,Plum Cake,Cake,150,37,5550
24-02-2024,Pazhampori (Banana Fry),Snack,12,34,408
24-02-2024,Uzhunnu Vada,Snack,12,45,540
24-02-2024,Ullivada,Snack,10,18,180
24-02-2024,Banana Chips,Snack,100,42,4200
24-02-2024,Tea Biscuit,Biscuit,30,22,660
24-02-2024,Chicken Puffs,Snack,25,27,675
24-02-2024,Ela Ada,Sweet,20,10,200
24-02-2024,Cream Bun,Bread,20,45,900
24-02-2024,Nannari Sharbat,Beverage,25,9,225
24-02-2024,Sugiyan,Sweet,15,34,510
24-02-2024,Neyyappam,Sweet,20,25,500
24-02-2024,Black Forest Cake,Cake,500,5,2500
24-02-2024,Mixture,Snack,120,28,3360
24-02-2024,Jilebi,Sweet,50,18,900
24-02-2024,Butter Biscuit,Biscuit,25,23,575
24-02-2024,Vettu Cake,Cake,15,41,615
24-02-2024,Milk Bun,Bread,18,40,720
24-02-2024,Choco Lava Cake,Cake,80,28,2240
24-02-2024,Fruit Cake,Cake,350,28,9800
24-02-2024,Lemon Juice,Beverage,30,8,240
24-02-2024,Badam Milk,Beverage,40,23,920
24-02-2024,Ghee Cake,Cake,120,49,5880
24-02-2024,Mysore Pak,Sweet,180,14,2520
24-02-2024,Milk Bikis,Biscuit,25,17,425
24-02-2024,Marble Cake,Cake,90,41,3690
24-02-2024,Pineapple Juice,Beverage,35,14,490
25-02-2024,Parippu Vada,Snack,10,47,470
25-02-2024,Egg Puffs,Snack,20,35,700
25-02-2024,Butter Bun,Bread,15,28,420
25-02-2024,Plum Cake,Cake,150,12,1800
25-02-2024,Pazhampori (Banana Fry),Snack,12,14,168
25-02-2024,Uzhunnu Vada,Snack,12,23,276
25-02-2024,Ullivada,Snack,10,42,420
25-02-2024,Banana Chips,Snack,100,7,700
25-02-2024,Tea Biscuit,Biscuit,30,46,1380
25-02-2024,Chicken Puffs,Snack,25,15,375
25-02-2024,Ela Ada,Sweet,20,10,200
25-02-2024,Cream Bun,Bread,20,18,360
25-02-2024,Nannari Sharbat,Beverage,25,34,850
25-02-2024,Sugiyan,Sweet,15,41,615
25-02-2024,Neyyappam,Sweet,20,40,800
25-02-2024,Black Forest Cake,Cake,500,14,7000
25-02-2024,Mixture,Snack,120,30,3600
25-02-2024,Jilebi,Sweet,50,24,1200
25-02-2024,Butter Biscuit,Biscuit,25,39,975
25-02-2024,Vettu Cake,Cake,15,6,90
25-02-2024,Milk Bun,Bread,18,22,396
25-02-2024,Choco Lava Cake,Cake,80,39,3120
25-02-2024,Fruit Cake,Cake,350,41,14350
25-02-2024,Lemon Juice,Beverage,30,41,1230
25-02-2024,Badam Milk,Beverage,40,42,1680
25-02-2024,Ghee Cake,Cake,120,32,3840
25-02-2024,Mysore Pak,Sweet,180,44,7920
25-02-2024,Milk Bikis,Biscuit,25,50,1250
25-02-2024,Marble Cake,Cake,90,38,3420
25-02-2024,Pineapple Juice,Beverage,35,17,595
26-02-2024,Parippu Vada,Snack,10,44,440
26-02-2024,Egg Puffs,Snack,20,8,160
26-02-2024,Butter Bun,Bread,15,49,735
26-02-2024,Plum Cake,Cake,150,44,6600
26-02-2024,Pazhampori (Banana Fry),Snack,12,7,84
26-02-2024,Uzhunnu Vada,Snack,12,34,408
26-02-2024,Ullivada,Snack,10,41,410
26-02-2024,Banana Chips,Snack,100,43,4300
26-02-2024,Tea Biscuit,Biscuit,30,27,810
26-02-2024,Chicken Puffs,Snack,25,37,925
26-02-2024,Ela Ada,Sweet,20,11,220
26-02-2024,Cream Bun,Bread,20,39,780
26-02-2024,Nannari Sharbat,Beverage,25,12,300
26-02-2024,Sugiyan,Sweet,15,10,150
26-02-2024,Neyyappam,Sweet,20,48,960
26-02-2024,Black Forest Cake,Cake,500,37,18500
26-02-2024,Mixture,Snack,120,8,960
26-02-2024,Jilebi,Sweet,50,18,900
26-02-2024,Butter Biscuit,Biscuit,25,46,1150
26-02-2024,Vettu Cake,Cake,15,48,720
26-02-2024,Milk Bun,Bread,18,40,720
26-02-2024,Choco Lava Cake,Cake,80,39,3120
26-02-2024,Fruit Cake,Cake,350,29,10150
26-02-2024,Lemon Juice,Beverage,30,37,1110
26-02-2024,Badam Milk,Beverage,40,9,360
26-02-2024,Ghee Cake,Cake,120,25,3000
26-02-2024,Mysore Pak,Sweet,180,20,3600
26-02-2024,Milk Bikis,Biscuit,25,17,425
26-02-2024,Marble Cake,Cake,90,5,450
26-02-2024,Pineapple Juice,Beverage,35,13,455
27-02-2024,Parippu Vada,Snack,10,7,70
27-02-2024,Egg Puffs,Snack,20,27,540
27-02-2024,Butter Bun,Bread,15,49,735
27-02-2024,Plum Cake,Cake,150,19,2850
27-02-2024,Pazhampori (Banana Fry),Snack,12,46,552
27-02-2024,Uzhunnu Vada,Snack,12,14,168
27-02-2024,Ullivada,Snack,10,47,470
27-02-2024,Banana Chips,Snack,100,21,2100
27-02-2024,Tea Biscuit,Biscuit,30,9,270
27-02-2024,Chicken Puffs,Snack,25,49,1225
27-02-2024,Ela Ada,Sweet,20,28,560
27-02-2024,Cream Bun,Bread,20,44,880
27-02-2024,Nannari Sharbat,Beverage,25,7,175
27-02-2024,Sugiyan,Sweet,15,35,525
27-02-2024,Neyyappam,Sweet,20,32,640
27-02-2024,Black Forest Cake,Cake,500,23,11500
27-02-2024,Mixture,Snack,120,5,600
27-02-2024,Jilebi,Sweet,50,25,1250
27-02-2024,Butter Biscuit,Biscuit,25,22,550
27-02-2024,Vettu Cake,Cake,15,20,300
27-02-2024,Milk Bun,Bread,18,38,684
27-02-2024,Choco Lava Cake,Cake,80,11,880
27-02-2024,Fruit Cake,Cake,350,23,8050
27-02-2024,Lemon Juice,Beverage,30,17,510
27-02-2024,Badam Milk,Beverage,40,43,1720
27-02-2024,Ghee Cake,Cake,120,11,1320
27-02-2024,Mysore Pak,Sweet,180,18,3240
27-02-2024,Milk Bikis,Biscuit,25,17,425
27-02-2024,Marble Cake,Cake,90,39,3510
27-02-2024,Pineapple Juice,Beverage,35,50,1750
28-02-2024,Parippu Vada,Snack,10,24,240
28-02-2024,Egg Puffs,Snack,20,50,1000
28-02-2024,Butter Bun,Bread,15,34,510
28-02-2024,Plum Cake,Cake,150,43,6450
28-02-2024,Pazhampori (Banana Fry),Snack,12,8,96
28-02-2024,Uzhunnu Vada,Snack,12,38,456
28-02-2024,Ullivada,Snack,10,45,450
28-02-2024,Banana Chips,Snack,100,31,3100
28-02-2024,Tea Biscuit,Biscuit,30,24,720
28-02-2024,Chicken Puffs,Snack,25,10,250
28-02-2024,Ela Ada,Sweet,20,12,240
28-02-2024,Cream Bun,Bread,20,44,880
28-02-2024,Nannari Sharbat,Beverage,25,29,725
28-02-2024,Sugiyan,Sweet,15,13,195
28-02-2024,Neyyappam,Sweet,20,39,780
28-02-2024,Black Forest Cake,Cake,500,45,22500
28-02-2024,Mixture,Snack,120,26,3120
28-02-2024,Jilebi,Sweet,50,50,2500
28-02-2024,Butter Biscuit,Biscuit,25,15,375
28-02-2024,Vettu Cake,Cake,15,33,495
28-02-2024,Milk Bun,Bread,18,7,126
28-02-2024,Choco Lava Cake,Cake,80,48,3840
28-02-2024,Fruit Cake,Cake,350,33,11550
28-02-2024,Lemon Juice,Beverage,30,19,570
28-02-2024,Badam Milk,Beverage,40,49,1960
28-02-2024,Ghee Cake,Cake,120,19,2280
28-02-2024,Mysore Pak,Sweet,180,20,3600
28-02-2024,Milk Bikis,Biscuit,25,26,650
28-02-2024,Marble Cake,Cake,90,14,1260
28-02-2024,Pineapple Juice,Beverage,35,15,525
29-02-2024,Parippu Vada,Snack,10,42,420
29-02-2024,Egg Puffs,Snack,20,50,1000
29-02-2024,Butter Bun,Bread,15,15,225
29-02-2024,Plum Cake,Cake,150,29,4350
29-02-2024,Pazhampori (Banana Fry),Snack,12,41,492
29-02-2024,Uzhunnu Vada,Snack,12,25,300
29-02-2024,Ullivada,Snack,10,26,260
29-02-2024,Banana Chips,Snack,100,44,4400
29-02-2024,Tea Biscuit,Biscuit,30,41,1230
29-02-2024,Chicken Puffs,Snack,25,50,1250
29-02-2024,Ela Ada,Sweet,20,6,120
29-02-2024,Cream Bun,Bread,20,33,660
29-02-2024,Nannari Sharbat,Beverage,25,35,875
29-02-2024,Sugiyan,Sweet,15,37,555
29-02-2024,Neyyappam,Sweet,20,32,640
29-02-2024,Black Forest Cake,Cake,500,35,17500
29-02-2024,Mixture,Snack,120,50,6000
29-02-2024,Jilebi,Sweet,50,32,1600
29-02-2024,Butter Biscuit,Biscuit,25,13,325
29-02-2024,Vettu Cake,Cake,15,18,270
29-02-2024,Milk Bun,Bread,18,26,468
29-02-2024,Choco Lava Cake,Cake,80,39,3120
29-02-2024,Fruit Cake,Cake,350,23,8050
29-02-2024,Lemon Juice,Beverage,30,9,270
29-02-2024,Badam Milk,Beverage,40,41,1640
29-02-2024,Ghee Cake,Cake,120,46,5520
29-02-2024,Mysore Pak,Sweet,180,14,2520
29-02-2024,Milk Bikis,Biscuit,25,25,625
29-02-2024,Marble Cake,Cake,90,12,1080
29-02-2024,Pineapple Juice,Beverage,35,15,525
01-03-2024,Parippu Vada,Snack,10,39,390
01-03-2024,Egg Puffs,Snack,20,32,640
01-03-2024,Butter Bun,Bread,15,8,120
01-03-2024,Plum Cake,Cake,150,25,3750
01-03-2024,Pazhampori (Banana Fry),Snack,12,30,360
01-03-2024,Uzhunnu Vada,Snack,12,15,180
01-03-2024,Ullivada,Snack,10,13,130
01-03-2024,Banana Chips,Snack,100,6,600
01-03-2024,Tea Biscuit,Biscuit,30,28,840
01-03-2024,Chicken Puffs,Snack,25,25,625
01-03-2024,Ela Ada,Sweet,20,7,140
01-03-2024,Cream Bun,Bread,20,33,660
01-03-2024,Nannari Sharbat,Beverage,25,44,1100
01-03-2024,Sugiyan,Sweet,15,21,315
01-03-2024,Neyyappam,Sweet,20,37,740
01-03-2024,Black Forest Cake,Cake,500,11,5500
01-03-2024,Mixture,Snack,120,36,4320
01-03-2024,Jilebi,Sweet,50,11,550
01-03-2024,Butter Biscuit,Biscuit,25,37,925
01-03-2024,Vettu Cake,Cake,15,12,180
01-03-2024,Milk Bun,Bread,18,27,486
01-03-2024,Choco Lava Cake,Cake,80,13,1040
01-03-2024,Fruit Cake,Cake,350,6,2100
01-03-2024,Lemon Juice,Beverage,30,7,210
01-03-2024,Badam Milk,Beverage,40,38,1520
01-03-2024,Ghee Cake,Cake,120,24,2880
01-03-2024,Mysore Pak,Sweet,180,5,900
01-03-2024,Milk Bikis,Biscuit,25,16,400
01-03-2024,Marble Cake,Cake,90,50,4500
01-03-2024,Pineapple Juice,Beverage,35,20,700
02-03-2024,Parippu Vada,Snack,10,47,470
02-03-2024,Egg Puffs,Snack,20,39,780
02-03-2024,Butter Bun,Bread,15,25,375
02-03-2024,Plum Cake,Cake,150,40,6000
02-03-2024,Pazhampori (Banana Fry),Snack,12,17,204
02-03-2024,Uzhunnu Vada,Snack,12,23,276
02-03-2024,Ullivada,Snack,10,44,440
02-03-2024,Banana Chips,Snack,100,28,2800
02-03-2024,Tea Biscuit,Biscuit,30,30,900
02-03-2024,Chicken Puffs,Snack,25,38,950
02-03-2024,Ela Ada,Sweet,20,38,760
02-03-2024,Cream Bun,Bread,20,49,980
02-03-2024,Nannari Sharbat,Beverage,25,14,350
02-03-2024,Sugiyan,Sweet,15,41,615
02-03-2024,Neyyappam,Sweet,20,39,780
02-03-2024,Black Forest Cake,Cake,500,17,8500
02-03-2024,Mixture,Snack,120,36,4320
02-03-2024,Jilebi,Sweet,50,23,1150
02-03-2024,Butter Biscuit,Biscuit,25,34,850
02-03-2024,Vettu Cake,Cake,15,20,300
02-03-2024,Milk Bun,Bread,18,19,342
02-03-2024,Choco Lava Cake,Cake,80,45,3600
02-03-2024,Fruit Cake,Cake,350,15,5250
02-03-2024,Lemon Juice,Beverage,30,23,690
02-03-2024,Badam Milk,Beverage,40,28,1120
02-03-2024,Ghee Cake,Cake,120,20,2400
02-03-2024,Mysore Pak,Sweet,180,10,1800
02-03-2024,Milk Bikis,Biscuit,25,30,750
02-03-2024,Marble Cake,Cake,90,29,2610
02-03-2024,Pineapple Juice,Beverage,35,37,1295
03-03-2024,Parippu Vada,Snack,10,30,300
03-03-2024,Egg Puffs,Snack,20,39,780
03-03-2024,Butter Bun,Bread,15,14,210
03-03-2024,Plum Cake,Cake,150,28,4200
03-03-2024,Pazhampori (Banana Fry),Snack,12,32,384
03-03-2024,Uzhunnu Vada,Snack,12,11,132
03-03-2024,Ullivada,Snack,10,31,310
03-03-2024,Banana Chips,Snack,100,41,4100
03-03-2024,Tea Biscuit,Biscuit,30,8,240
03-03-2024,Chicken Puffs,Snack,25,38,950
03-03-2024,Ela Ada,Sweet,20,41,820
03-03-2024,Cream Bun,Bread,20,41,820
03-03-2024,Nannari Sharbat,Beverage,25,45,1125
03-03-2024,Sugiyan,Sweet,15,15,225
03-03-2024,Neyyappam,Sweet,20,45,900
03-03-2024,Black Forest Cake,Cake,500,43,21500
03-03-2024,Mixture,Snack,120,15,1800
03-03-2024,Jilebi,Sweet,50,5,250
03-03-2024,Butter Biscuit,Biscuit,25,18,450
03-03-2024,Vettu Cake,Cake,15,14,210
03-03-2024,Milk Bun,Bread,18,37,666
03-03-2024,Choco Lava Cake,Cake,80,28,2240
03-03-2024,Fruit Cake,Cake,350,36,12600
03-03-2024,Lemon Juice,Beverage,30,48,1440
03-03-2024,Badam Milk,Beverage,40,45,1800
03-03-2024,Ghee Cake,Cake,120,19,2280
03-03-2024,Mysore Pak,Sweet,180,43,7740
03-03-2024,Milk Bikis,Biscuit,25,18,450
03-03-2024,Marble Cake,Cake,90,17,1530
03-03-2024,Pineapple Juice,Beverage,35,31,1085
04-03-2024,Parippu Vada,Snack,10,12,120
04-03-2024,Egg Puffs,Snack,20,6,120
04-03-2024,Butter Bun,Bread,15,24,360
04-03-2024,Plum Cake,Cake,150,5,750
04-03-2024,Pazhampori (Banana Fry),Snack,12,47,564
04-03-2024,Uzhunnu Vada,Snack,12,42,504
04-03-2024,Ullivada,Snack,10,48,480
04-03-2024,Banana Chips,Snack,100,11,1100
04-03-2024,Tea Biscuit,Biscuit,30,22,660
04-03-2024,Chicken Puffs,Snack,25,14,350
04-03-2024,Ela Ada,Sweet,20,30,600
04-03-2024,Cream Bun,Bread,20,22,440
04-03-2024,Nannari Sharbat,Beverage,25,40,1000
04-03-2024,Sugiyan,Sweet,15,34,510
04-03-2024,Neyyappam,Sweet,20,32,640
04-03-2024,Black Forest Cake,Cake,500,16,8000
04-03-2024,Mixture,Snack,120,8,960
04-03-2024,Jilebi,Sweet,50,43,2150
04-03-2024,Butter Biscuit,Biscuit,25,42,1050
04-03-2024,Vettu Cake,Cake,15,35,525
04-03-2024,Milk Bun,Bread,18,5,90
04-03-2024,Choco Lava Cake,Cake,80,39,3120
04-03-2024,Fruit Cake,Cake,350,38,13300
04-03-2024,Lemon Juice,Beverage,30,45,1350
04-03-2024,Badam Milk,Beverage,40,8,320
04-03-2024,Ghee Cake,Cake,120,30,3600
04-03-2024,Mysore Pak,Sweet,180,31,5580
04-03-2024,Milk Bikis,Biscuit,25,8,200
04-03-2024,Marble Cake,Cake,90,10,900
04-03-2024,Pineapple Juice,Beverage,35,10,350
05-03-2024,Parippu Vada,Snack,10,27,270
05-03-2024,Egg Puffs,Snack,20,45,900
05-03-2024,Butter Bun,Bread,15,14,210
05-03-2024,Plum Cake,Cake,150,30,4500
05-03-2024,Pazhampori (Banana Fry),Snack,12,28,336
05-03-2024,Uzhunnu Vada,Snack,12,11,132
05-03-2024,Ullivada,Snack,10,49,490
05-03-2024,Banana Chips,Snack,100,32,3200
05-03-2024,Tea Biscuit,Biscuit,30,49,1470
05-03-2024,Chicken Puffs,Snack,25,20,500
05-03-2024,Ela Ada,Sweet,20,26,520
05-03-2024,Cream Bun,Bread,20,39,780
05-03-2024,Nannari Sharbat,Beverage,25,37,925
05-03-2024,Sugiyan,Sweet,15,38,570
05-03-2024,Neyyappam,Sweet,20,31,620
05-03-2024,Black Forest Cake,Cake,500,23,11500
05-03-2024,Mixture,Snack,120,13,1560
05-03-2024,Jilebi,Sweet,50,40,2000
05-03-2024,Butter Biscuit,Biscuit,25,33,825
05-03-2024,Vettu Cake,Cake,15,33,495
05-03-2024,Milk Bun,Bread,18,17,306
05-03-2024,Choco Lava Cake,Cake,80,8,640
05-03-2024,Fruit Cake,Cake,350,46,16100
05-03-2024,Lemon Juice,Beverage,30,48,1440
05-03-2024,Badam Milk,Beverage,40,23,920
05-03-2024,Ghee Cake,Cake,120,36,4320
05-03-2024,Mysore Pak,Sweet,180,14,2520
05-03-2024,Milk Bikis,Biscuit,25,17,425
05-03-2024,Marble Cake,Cake,90,45,4050
05-03-2024,Pineapple Juice,Beverage,35,39,1365
06-03-2024,Parippu Vada,Snack,10,13,130
06-03-2024,Egg Puffs,Snack,20,13,260
06-03-2024,Butter Bun,Bread,15,49,735
06-03-2024,Plum Cake,Cake,150,17,2550
06-03-2024,Pazhampori (Banana Fry),Snack,12,40,480
06-03-2024,Uzhunnu Vada,Snack,12,39,468
06-03-2024,Ullivada,Snack,10,31,310
06-03-2024,Banana Chips,Snack,100,21,2100
06-03-2024,Tea Biscuit,Biscuit,30,9,270
06-03-2024,Chicken Puffs,Snack,25,28,700
06-03-2024,Ela Ada,Sweet,20,36,720
06-03-2024,Cream Bun,Bread,20,7,140
06-03-2024,Nannari Sharbat,Beverage,25,10,250
06-03-2024,Sugiyan,Sweet,15,35,525
06-03-2024,Neyyappam,Sweet,20,24,480
06-03-2024,Black Forest Cake,Cake,500,42,21000
06-03-2024,Mixture,Snack,120,26,3120
06-03-2024,Jilebi,Sweet,50,35,1750
06-03-2024,Butter Biscuit,Biscuit,25,37,925
06-03-2024,Vettu Cake,Cake,15,42,630
06-03-2024,Milk Bun,Bread,18,31,558
06-03-2024,Choco Lava Cake,Cake,80,32,2560
06-03-2024,Fruit Cake,Cake,350,21,7350
06-03-2024,Lemon Juice,Beverage,30,21,630
06-03-2024,Badam Milk,Beverage,40,14,560
06-03-2024,Ghee Cake,Cake,120,21,2520
06-03-2024,Mysore Pak,Sweet,180,23,4140
06-03-2024,Milk Bikis,Biscuit,25,18,450
06-03-2024,Marble Cake,Cake,90,25,2250
06-03-2024,Pineapple Juice,Beverage,35,14,490
07-03-2024,Parippu Vada,Snack,10,50,500
07-03-2024,Egg Puffs,Snack,20,32,640
07-03-2024,Butter Bun,Bread,15,12,180
07-03-2024,Plum Cake,Cake,150,45,6750
07-03-2024,Pazhampori (Banana Fry),Snack,12,37,444
07-03-2024,Uzhunnu Vada,Snack,12,20,240
07-03-2024,Ullivada,Snack,10,17,170
07-03-2024,Banana Chips,Snack,100,50,5000
07-03-2024,Tea Biscuit,Biscuit,30,8,240
07-03-2024,Chicken Puffs,Snack,25,37,925
07-03-2024,Ela Ada,Sweet,20,6,120
07-03-2024,Cream Bun,Bread,20,8,160
07-03-2024,Nannari Sharbat,Beverage,25,37,925
07-03-2024,Sugiyan,Sweet,15,10,150
07-03-2024,Neyyappam,Sweet,20,6,120
07-03-2024,Black Forest Cake,Cake,500,38,19000
07-03-2024,Mixture,Snack,120,22,2640
07-03-2024,Jilebi,Sweet,50,15,750
07-03-2024,Butter Biscuit,Biscuit,25,34,850
07-03-2024,Vettu Cake,Cake,15,31,465
07-03-2024,Milk Bun,Bread,18,29,522
07-03-2024,Choco Lava Cake,Cake,80,25,2000
07-03-2024,Fruit Cake,Cake,350,13,4550
07-03-2024,Lemon Juice,Beverage,30,6,180
07-03-2024,Badam Milk,Beverage,40,17,680
07-03-2024,Ghee Cake,Cake,120,50,6000
